,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
12461,,5230235,Dept of Pharmacology,,University of the Philippines,,Taft,Ave,Up Manila Compound,Manila City,Metro Manila,,
12462,,5218251,Dept of Pharmacology,,,547,Pedro Gil,St,,Manila City,Metro Manila,,
12463,,9397314,Derchuan Industrial co.inc,,,,East Los Angeles,St,California Village,QC,Metro Manila,,
12464,,8935387,Dermatrium Skin Care,,Prince Plaza I,106,Legazpi,St,Legaspi Village,Makati City,Metro Manila,,
12465,,7091420/7091430,Dermawell International Inc,,JOROMA 2,47,Congressional,Ave,,QC,Metro Manila,,
12467,,7091421/7091419,Dermawell International Inc,,,,,,,Or Call:,,,
12469,,7779346,Dermclinic,,Sm City Bicutan Building B,,Dna Soledad,Ave,,,Metro Manila,,
12470,,8175426,Dermclinic,,Mgf Champaca Building,156,Amorsolo,St,Legaspi Village,Makati City,Metro Manila,,
12471,,9369548,Dermclinic,,Sm City Fairview,,Quirino,Hwy,,QC,Metro Manila,,
12472,,8065940,Dermclinic,,Sm Southmall,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
12473,,5274233/8064614,Dermclinic,,Sm City Manila,,Natividad a Lopez,St,,Manila City,Metro Manila,,
12475,,7779345/5274229,Dermclinic,,,,,,,Or Call:,,,
12477,,8171966/8186477,Dermclinic Inc,,Mgf Champaca Building,156,Amorsolo,St,Legaspi Village,,Metro Manila,,
12479,,8293155/8201524,Dermclinic Inc,,Sm Sucat Super Center,,Dr a Santos,Ave,,,Metro Manila,,
12481,,8072169,Dermclinic Incorporated,,Alabang Town Center,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,,Metro Manila,,
12482,,6333360/6333361,Dermclinic Incorporated,,Sm Megamall A,,Edsa,Ave,Ortigas Center,Mandaluyong City,Metro Manila,,
12484,,7160716,Dermclinic Incorporated,,Sm City Sta Mesa Main Building,6,Aurora,Bvd,,,Metro Manila,,
12485,,5270285/5366853,Dermpharma Inc,,,2364,Dominga,St,,PC,Metro Manila,,
12487,,9133418/3769551,Des Financing Corporation,,,181,Col B Serrano,Ave,,,Metro Manila,,
12489,,4212093,Des Financing Corporation,,,,,,,Or Call:,,,
12490,,8019406/8018447,Desig-O Atelier Inc.,,Wilcon City Center,2251,Chino Roces,Ave,Kayamanan A,Makati City,Metro Manila,,
12492,,8107453,Desig-O Atelier Inc.,,,,,,,Or Call:,,,
12493,,6338311/6335394,Design & Function Inc,,Prestige Tower Condominium,,F Ortigas Jr,Rd,Ortigas Center,Pasig City,Metro Manila,,
12495,,3981185,Design S. Co.,,Robins Design Center,31,Meralco,Ave,Ortigas Center,,Metro Manila,,
12496,,8323552,Desimat Consultant Inc.,,Mile Long Building,,Amorsolo,St,Kayamanan A,Makati City,Metro Manila,,
12497,,6378401,Desserts Plus Inc (Brownies Unlimited Outlet),,Sm Megamall B,,Edsa,Ave,Ortigas Center,Mandaluyong City,Metro Manila,,
12498,,3733098/3616981,Destileria Limtuaco and Company Incorporated,,,1830,Edsa,Ave,,QC,Metro Manila,,
12500,,3735726/3624394,Destileria Limtuaco and Company Incorporated,,,1033,Del Monte,Ave,,,Metro Manila,,
12502,,3624393/3617087,Destileria Limtuaco and Company Incorporated,,,,,,,Or Call:,,,
12504,,3616708,Destileria Limtuaco and Company Incorporated,,,147,Kaingin,Rd,,,Metro Manila,,
12505,,3614989,Destileria Limtuaco and Company Incorporated B T Pavillon,,,1830,Edsa,Ave,,QC,Metro Manila,,
12506,,3615161,Destileria Limtuaco and Company Incorporatedb T Pavillon,,,147,Kaingin,Rd,,QC,Metro Manila,,
12507,,3617491/3617495,Destilleria Limtuaco and Company,,,1830,Edsa,Ave,,QC,Metro Manila,,
12509,,3617492/3617497,Destilleria Limtuaco and Company,,,,,,,Or Call:,,,
12511,,3617498/3617493,Destilleria Limtuaco and Company,,,,,,,,,,
12513,,3617494/3617496,Destilleria Limtuaco and Company,,,,,,,,,,
12515,,3733097,Destilleria Limtuaco and Company Incorporated,,,1033,Del Monte,Ave,,,Metro Manila,,
12516,,7064341,Destiny Fibertech Manufacturing Corp,,Medical Plaza,,San Miguel,Ave,Ortigas Center,Pasig City,Metro Manila,,
12517,,8566974,"Destiny Financing Plans, Inc.",,Amber Place,19,Bayani,Rd,AFPOVAI PHASE 4,Taguig City,Metro Manila,,
12518,,9411610,Destiny Lendfund Inc,,Grace Building,,Ortigas,Ave,,San Juan City,Metro Manila,,
12519,,6350980,"Detoxicare Phils, Inc.",,Richmonde Plaza,,San Miguel,Ave,Ortigas Center,Pasig City,Metro Manila,,
12520,,8485085,Deutsche Bank Ag,,Tower One and Exchange Plaza,6767,Ayala,Ave,Salcedo Village,Makati City,Metro Manila,,
12521,,3628665,Deutsche Motorgerate Inc.,,,10,Tagdalit,St,,QC,Metro Manila,,
12522,,8615398/8615935,Dev Bank of the Phils,,,34,National,Rd,,Muntinlupa City,Metro Manila,,
12524,,8615397/8615934,Dev Bank of the Phils,,,,,,,Or Call:,,,
12526,,6310923/6310924,Development Academy of the Philippines,,Development Academy of the Ph,,San Miguel,Ave,Ortigas Center,,Metro Manila,,
12528,,6310922/6310921,Development Academy of the Philippines,,,,,,,Or Call:,,,
12530,,6310926/6310927,Development Academy of the Philippines,,,,,,,,,,
12532,,6310925/6310928,Development Academy of the Philippines,,,,,,,,,,
12534,,6352844/6310930,Development Academy of the Philippines,,,,,,,,,,
12536,,6310929,Development Academy of the Philippines,,,,,,,,,,
12537,,5269101,Development Action for Women Network,,Bocobo Commercial Center,1253,J Bocobo,St,,Manila City,Metro Manila,,
12538,,8480105,Development Bank of the Phil Daiwa Securities Philippines,,Citibank Tower,,Valero,St,Salcedo Village,Makati City,Metro Manila,,
12539,,8114454/8928369,Development Bank of the Philippines,,Development Bank of the Phil,,Sen Gil Puyat,Ave,Urdaneta Village,Makati City,Metro Manila,,
12541,,8928367/8151520,Development Bank of the Philippines,,,,,,,Or Call:,,,
12543,,8924467/8185382,Development Bank of the Philippines,,,,,,,,,,
12545,,8928705,Development Bank of the Philippines,,,,,,,,,,
12546,,8400802/8151528,Development Bank of the Philippines,,Dbp Building,,Sen Gil Puyat,Ave,,Makati City,Metro Manila,,
12548,,8151524/8185444,Development Bank of the Philippines,,,,,,,Or Call:,,,
12550,,8922933/8926198,Development Bank of the Philippines,,,,,,,,,,
12552,,8187199/8162825,Development Bank of the Philippines,,,,,,,,,,
12554,,8944401/8151518,Development Bank of the Philippines,,,,,,,,,,
12556,,8151516/8926208,Development Bank of the Philippines,,,,,,,,,,
12558,,8151486/8151474,Development Bank of the Philippines,,,,,,,,,,
12560,,8400238/8151468,Development Bank of the Philippines,,,,,,,,,,
12562,,8186999/8123634,Development Bank of the Philippines,,,,,,,,,,
12564,,8926212,Development Bank of the Philippines,,,,,,,,,,
12565,,3526234/8928710,Development Bank of the Philippines,,Caloocan City Comm'l Complex,,A Mabini,St,,Caloocan City,Metro Manila,,
12567,,9136008/8928818,Development Bank of the Philippines,,Phil Veterans Affairs Ofc,,Camp Aguinaldo,St,,,Metro Manila,,
12569,,8673044/8929966,Development Bank of the Philippines,,,,,,,Or Call:,,,
12571,,8151614/8151613,Development Bank of the Philippines,,,,,,,,,,
12573,,8672945/8123275,Development Bank of the Philippines,,,,,,,,,,
12575,,8151608/8189615,Development Bank of the Philippines,,,,,,,,,,
12577,,8188499/8135932,Development Bank of the Philippines,,,,,,,,,,
12579,,8189614/8189613,Development Bank of the Philippines,,,,,,,,,,
12581,,8937147/8187399,Development Bank of the Philippines,,,,,,,,,,
12583,,8171674/8151588,Development Bank of the Philippines,,,,,,,,,,
12585,,8189612/8187299,Development Bank of the Philippines,,,,,,,,,,
12587,,8188599/8944402,Development Bank of the Philippines,,,,,,,,,,
12589,,8189611/8189599,Development Bank of the Philippines,,,,,,,,,,
12591,,8926066/8184532,Development Bank of the Philippines,,,,,,,,,,
12593,,9136017/8928832,Development Bank of the Philippines,,,,,,,,,,
12595,,8188699/8924158,Development Bank of the Philippines,,,,,,,,,,
12597,,8184999/8189598,Development Bank of the Philippines,,,,,,,,,,
12599,,8151459/8128088,Development Bank of the Philippines,,,,,,,,,,
12601,,8128074/8186799,Development Bank of the Philippines,,,,,,,,,,
12603,,8122244/8132730,Development Bank of the Philippines,,,,,,,,,,
12605,,8186699/8925885,Development Bank of the Philippines,,,,,,,,,,
12607,,8014013/8150950,Development Bank of the Philippines,,,,,,,,,,
12609,,8187599,Development Bank of the Philippines,,,,,,,,,,
12610,,5258703/8188199,Development Bank of the Philippines,,,350,Arroceros,St,,Manila City,Metro Manila,,
12612,,8150945/8150940,Development Bank of the Philippines,,,,,,,Or Call:,,,
12614,,8403435/8150998,Development Bank of the Philippines,,,,,,,,,,
12616,,5258674/8150931,Development Bank of the Philippines,,,,,,,,,,
12618,,5551059/8923316,Development Bank of the Philippines,,,,,,,,,,
12620,,8150919/8150917,Development Bank of the Philippines,,,,,,,,,,
12622,,8403434/8150915,Development Bank of the Philippines,,,,,,,,,,
12624,,8176519/8150904,Development Bank of the Philippines,,,,,,,,,,
12626,,5258672/8928135,Development Bank of the Philippines,,,,,,,,,,
12628,,8103023/5258669,Development Bank of the Philippines,,,,,,,,,,
12630,,5258662/8122265,Development Bank of the Philippines,,,,,,,,,,
12632,,8013992/8130060,Development Bank of the Philippines,,,,,,,,,,
12634,,8191343/8191350,Development Bank of the Philippines,,,,,,,,,,
12636,,8128090/8151458,Development Bank of the Philippines,,,,,,,,,,
12638,,8151455/8121853,Development Bank of the Philippines,,,,,,,,,,
12640,,8153221/8014010,Development Bank of the Philippines,,Executive Building,370,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
12642,,8191409/8191424,Development Bank of the Philippines,,,,,,,Or Call:,,,
12644,,8151450/8151444,Development Bank of the Philippines,,,,,,,,,,
12646,,8151439/8403630,Development Bank of the Philippines,,,,,,,,,,
12648,,8923988/8944199,Development Bank of the Philippines,,,,,,,,,,
12650,,8923836/8959472,Development Bank of the Philippines,,,,,,,,,,
12652,,8188899/8013997,Development Bank of the Philippines,,,,,,,,,,
12654,,8151207,Development Bank of the Philippines,,,,,,,,,,
12655,,9204890/8013995,Development Bank of the Philippines,,Dbp Building,,Commonwealth,Ave,,QC,Metro Manila,,
12657,,8129428/8924862,Development Bank of the Philippines,,,,,,,Or Call:,,,
12659,,3326110/8924954,Development Bank of the Philippines,,,,,,,,,,
12661,,8403354/8150011,Development Bank of the Philippines,,,,,,,,,,
12663,,8128073/8673046,Development Bank of the Philippines,,,,,,,,,,
12665,,8937172/8673051,Development Bank of the Philippines,,,,,,,,,,
12667,,8932522/8673048,Development Bank of the Philippines,,,,,,,,,,
12669,,8126380/8300587,Development Bank of the Philippines,,,,,,,,,,
12671,,8300586/8300543,Development Bank of the Philippines,,,,,,,,,,
12673,,8175334/8300233,Development Bank of the Philippines,,,,,,,,,,
12675,,8100340/8126378,Development Bank of the Philippines,,,,,,,,,,
12677,,8481958/8939745,Development Bank of the Philippines,,,,,,,,,,
12679,,8933525/8933547,Development Bank of the Philippines,,,,,,,,,,
12681,,8933548/8160269,Development Bank of the Philippines,,,,,,,,,,
12683,,8933575/8402627,Development Bank of the Philippines,,,,,,,,,,
12685,,8189799/2949329,Development Bank of the Philippines,,,,,,,,,,
12687,,8189623/8189624,Development Bank of the Philippines,,,,,,,,,,
12689,,8130645,Development Bank of the Philippines,,,,,,,,,,
12690,,9950383/8931794,Development Bank of the Philippines,,Veterans Building,,Camp Aguinaldo,St,,QC,Metro Manila,,
12692,,8120947/8120883,Development Bank of the Philippines,,,,,,,Or Call:,,,
12694,,8932072/8189625,Development Bank of the Philippines,,,,,,,,,,
12696,,8170355/8126536,Development Bank of the Philippines,,,,,,,,,,
12698,,8189626/8189627,Development Bank of the Philippines,,,,,,,,,,
12700,,8175373/8932417,Development Bank of the Philippines,,,,,,,,,,
12702,,8402679/8939635,Development Bank of the Philippines,,,,,,,,,,
12704,,8188099/8125953,Development Bank of the Philippines,,,,,,,,,,
12706,,8130749/8935749,Development Bank of the Philippines,,,,,,,,,,
12708,,8696318,Development Bank of the Philippines,,Admiralty Building,1101,Alabang-Zapote,Rd,Madrigal Business Park,,Metro Manila,,
12709,,2411520/8120532,Development Bank of the Philippines,,Centro Buendia Bldg,,Sen Gil J Puyat,Ave,,PC,Metro Manila,,
12711,,8945919/8938544,Development Bank of the Philippines,,,,,,,Or Call:,,,
12713,,8936743,Development Bank of the Philippines,,,,,,,,,,
12714,,8566748/8164105,Development Bank of the Philippines,,BIR-RR8 BUILDING,313,Sen Gil Puyat,Ave,,Makati City,Metro Manila,,
12716,,8187899/8938362,Development Bank of the Philippines,,,,,,,Or Call:,,,
12718,,8937942/8937131,Development Bank of the Philippines,,,,,,,,,,
12720,,8125704/8402578,Development Bank of the Philippines,,,,,,,,,,
12722,,8133800/8938959,Development Bank of the Philippines,,,,,,,,,,
12724,,8934302/8934333,Development Bank of the Philippines,,,,,,,,,,
12726,,8189999/8934911,Development Bank of the Philippines,,,,,,,,,,
12728,,8934914/8188093,Development Bank of the Philippines,,,,,,,,,,
12730,,8126375/8939230,Development Bank of the Philippines,,,,,,,,,,
12732,,8126374/8126370,Development Bank of the Philippines,,,,,,,,,,
12734,,8935367/8935380,Development Bank of the Philippines,,,,,,,,,,
12736,,8935386/8126369,Development Bank of the Philippines,,,,,,,,,,
12738,,8125095/8938958,Development Bank of the Philippines,,,,,,,,,,
12740,,8941187/8300696,Development Bank of the Philippines,,,,,,,,,,
12742,,8126377/8189619,Development Bank of the Philippines,,,,,,,,,,
12744,,8189618,Development Bank of the Philippines,,,,,,,,,,
12745,,3712308/8189617,Development Bank of the Philippines,,Bir Building,,Quezon,Ave,,QC,Metro Manila,,
12747,,8189616/8170473,Development Bank of the Philippines,,,,,,,Or Call:,,,
12749,,2948894,Development Bank of the Philippines,,,,,,,,,,
12750,,8402796/8930943,Development Bank of the Philippines,,,,Rosal,St,Vergonville Subdivision,Las Pinas City,Metro Manila,,
12752,,8402826/8401260,Development Bank of the Philippines,,,,,,,Or Call:,,,
12754,,2940075/8673221,Development Bank of the Philippines,,,,,,,,,,
12756,,8673233/8401043,Development Bank of the Philippines,,,,,,,,,,
12758,,8401045/8931116,Development Bank of the Philippines,,,,,,,,,,
12760,,8673459/8922355,Development Bank of the Philippines,,,,,,,,,,
12762,,8405316/8402883,Development Bank of the Philippines,,,,,,,,,,
12764,,3712395/8925745,Development Bank of the Philippines,,,,,,,,,,
12766,,3712396/3712397,Development Bank of the Philippines,,,,,,,,,,
12768,,8930942/2554774,Development Bank of the Philippines,,,,,,,,,,
12770,,8930944/8187799,Development Bank of the Philippines,,,,,,,,,,
12772,,8189620/8922388,Development Bank of the Philippines,,,,,,,,,,
12774,,3712398/8189621,Development Bank of the Philippines,,,,,,,,,,
12776,,8115754/8922444,Development Bank of the Philippines,,,,,,,,,,
12778,,8673144/8673064,Development Bank of the Philippines,,,,,,,,,,
12780,,8189622/8400966,Development Bank of the Philippines,,,,,,,,,,
12782,,8126642/8151624,Development Bank of the Philippines,,,,,,,,,,
12784,,8405336/8931626,Development Bank of the Philippines,,,,,,,,,,
12786,,8976380/8951518,Development Bank of the Philippines Service Corporation,,Executive Building,370,Sen Gil Puyat,Ave,Bel-Air Village,,Metro Manila,,
12788,,9289156,Development Bank of the Philippineseast Avenue Branch,,Philippine Heart Center,,East,Ave,,,Metro Manila,,
12789,,9279383,Development Bank of the Philippineseast Avenue Branch,,Dbp Building,,Commonwealth,Ave,,QC,Metro Manila,,
12790,,5233412,Development Bank of the Phils,,Leticia Building,1804,Taft,Ave,,Manila City,Metro Manila,,
12791,,5514689,Development Bank of the Phils,,,34,National,Rd,,Muntinlupa City,Metro Manila,,
12792,,5529214,Development Bank of the Phils,,Admiralty Building,,Industry,St,Madrigal Business Park,Muntinlupa City,Metro Manila,,
12793,,4786783,Development Bank of the Phils,,Aseana Shell Powerstation Bldg,,Bradco,Ave,Aseana Business Park,Paranaque City,Metro Manila,,
12794,,5561110/5195826,Development Bank of the Phils,,,,F Zobel,St,San Miguel Village,Makati City,Metro Manila,,
12796,,5522691/5195918,Development Bank of the Phils,,,,,,,Or Call:,,,
12798,,5529218/8475596,Development Bank of the Phils,,,,,,,,,,
12800,,5219801/5190645,Development Bank of the Phils,,,,,,,,,,
12802,,5232854/5561100,Development Bank of the Phils,,,,,,,,,,
12804,,5529219/5529215,Development Bank of the Phils,,,,,,,,,,
12806,,5529227/4786179,Development Bank of the Phils,,,,,,,,,,
12808,,5529216/5529229,Development Bank of the Phils,,,,,,,,,,
12810,,5566165,Devex Incorporated,,,888,M Alvarez,Ave,,,Metro Manila,,
12811,,6333839,Devex Incorporated,,,298,Haig,St,,Mandaluyong City,Metro Manila,,
12812,,6342172/6341975,Dexa Medicarepresentative Office,,Antel Global Corporate Center,,Dna Julia Vargas,Ave,Ortigas Center,Pasig City,Metro Manila,,
12814,,6341968,Dexa Medicarepresentative Office,,,,,,,Or Call:,,,
12815,,2363299,Dexterton Corporation,,,157,Sgt E Rivera,St,,QC,Metro Manila,,
12816,,3617046/3616692,Dexterton Industrial Corporation,,,157,Sgt E Rivera,St,,QC,Metro Manila,,
12818,,3620366/3616006,Dexterton Industrial Corporation,,,,,,,Or Call:,,,
12820,,3620251/3620353,Dexterton Industrial Corporation,,,,,,,,,,
12822,,3620138/3620142,Dexterton Industrial Corporation,,,232,Rizal Extension,Ave,,,Metro Manila,,
12824,,3620354/3620204,Dexterton Industrial Corporation,,,,,,,Or Call:,,,
12826,,3616007/3620524,Dexterton Industrial Corporation,,,,,,,,,,
12828,,3616013/3620369,Dexterton Industrial Corporation,,,,,,,,,,
12830,,3611016/3620383,Dexterton Industrial Corporation,,,6,Dancalan,St,Damar Village,,Metro Manila,,
12832,,3616011/3620371,Dexterton Industrial Corporation,,,,,,,Or Call:,,,
12834,,3621111/3620166,Dexterton Industrial Corporation,,,,,,,,,,
12836,,5561476,Dfa Multipurpose Cooperative Inc,,Dfa Building,2330,Roxas,Bvd,,,Metro Manila,,
12837,,8534370,Dfds Jumbo Transport,,Abx Plan Globe Logistic Center,2,Johanne,St,,Paranaque City,Metro Manila,,
12838,,8183366,Dfnn Inc.,,Bonifacio Technology Center,,31ST,St,Bonifacio Global City,Taguig City,Metro Manila,,
12839,,8188434,dfnn.com,,Bonifacio Technology Center,,31ST,St,Bonifacio Global City,Taguig City,Metro Manila,,
12840,,6382676,"DG3 IDOCS, INC.",,Union Bank Plaza,,Meralco,Ave,Ortigas Center,Pasig City,Metro Manila,,
12841,,8995190,Dhc Internet Cafe,,,4316,Montojo,St,,Makati City,Metro Manila,,
12842,,4037161,"Dhl Exel Supply Chain Phils., Inc.",,,2316,Aurora,Bvd,,PC,Metro Manila,,
12843,,7798543,Dhl Express (Philippines) Corp.,,Dhl Warehouse,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
12844,,7880345,Dhl Express (Philippines) Corporation,,Sm City Sucat Building A,,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
12845,,8510817,"Dhl Global Forwarding (Philippines), Inc.",,Stil Building,,Sta Agueda,Ave,,Paranaque City,Metro Manila,,
12846,,6591730,"Dhl Global Forwarding (Philippines), Inc.",,Star Cruises Centre,100,Andrew,Ave,Newport City,PC,Metro Manila,,
12847,,7254285/7263741,Dhl World Wide Express,,Shoppesville Shopping Center,,Ortigas,Ave,Greenhills Shopping Center,San Juan City,Metro Manila,,
12849,,8527217,Dhl Worldwide Express,,Dhl Bldg,,Pascor,Drv,,,Metro Manila,,
12850,,3721442/8527274,Dhl Worldwide Express,,N Dela Merced Building,,West,Ave,,QC,Metro Manila,,
12852,,8517229,Dhl Worldwide Express,,,,,,,Or Call:,,,
12853,,6377514/6380057,"Diagnostika Pilipinas, Inc",,One Magnificent Mile-Citra,,San Miguel,Ave,Ortigas Center,Pasig City,Metro Manila,,
12855,,8239746,Diamond Igb Inc,,,,West Service,Rd,,,Metro Manila,,
12856,,9311179/9311910,Diamond Laboratories,,,8,Feria,Rd,,QC,Metro Manila,,
12858,,9311912/9311838,Diamond Laboratories,,,,,,,Or Call:,,,
12860,,9311843/9327555,Diamond Laboratories,,,,,,,,,,
12862,,9311826,Diamond Laboratories Incorporated,,,86,Feria,Rd,,,Metro Manila,,
12863,,6714397,Diamond Motor Corporation,,,100,E Rodriguez Jr,Ave,,Pasig City,Metro Manila,,
12864,,3723901,Diamond Motor Corporation,,Diamond Motors Bldg,784,Quezon,Ave,,QC,Metro Manila,,
12865,,6312582/6312590,Diamond Motor Corporation,,,,Gil Fernando,Ave,,Marikina City,Metro Manila,,
12867,,6312586,Diamond Motor Corporation,,,,,,,Or Call:,,,
12868,,3725078/3723902,Diamond Motor Corporation,,,784,Quezon,Ave,,QC,Metro Manila,,
12870,,6454805/6814150,Diamond Motor Corporation,,Diamond Motors Corporation,,Marcos,Hwy,Emerald Valley Homes,,Metro Manila,,
12872,,6312584/6814141,Diamond Motor Corporation,,,,,,,Or Call:,,,
12874,,9616922/9616921,Diamond Motor Corporation,,,58,Fairlane,St,Fairview Park Subdivision,,Metro Manila,,
